task_id,mcp_ids
4172,"[1189, 1202, 1233, 1910, 1838, 2003, 2022, 3116, 3349, 3677, 410]"
4173,"[3790, 4110, 4291, 4426, 5150, 5607, 454, 4803, 2177, 3274, 4285, 214]"
4174,"[4199, 4259, 715, 818, 829, 938, 1032, 1212, 1263, 1397, 4285, 214, 3164, 1830, 5143, 3635, 1709, 1363]"
4175,"[1399, 1502, 1713, 1758, 1821, 1940, 1956, 2133, 2144, 2150, 1363]"
4176,"[2215, 2223, 2345, 2361, 2472, 2513, 2580, 2669, 2673, 2733, 782]"
4177,"[2933, 2801, 2803, 2846, 2858, 2945, 2975, 3030, 3032, 3077, 782, 4942]"
4178,"[3100, 2901, 3584, 3643, 3863, 3814, 4061, 3943, 3977, 4027, 782]"
4179,"[4042, 4210, 4094, 4202, 4316, 4504, 4427, 4477, 4480, 4538, 4285, 214]"
4180,"[4546, 4557, 4558, 4605, 4635, 4734, 4918, 4985, 5265, 5285, 4285, 214]"
4181,"[5286, 5299, 5428, 5487, 5506, 5565, 5589, 389, 480, 1189, 214, 2549, 4285, 4445, 4444, 1555, 2507]"
4182,"[1202, 1233, 1910, 1838, 2003, 2022, 3116, 3349, 3677, 3790, 4285, 214, 2352]"
4183,"[4110, 4291, 4426, 5150, 5607, 454, 4803, 2177, 3274, 4199, 4285, 214, 4750, 3164, 1830, 5143, 3635, 1363]"
4184,"[4259, 715, 818, 829, 938, 1032, 1212, 1263, 1397, 1399, 782]"
4185,"[1502, 1713, 1758, 1821, 1940, 1956, 2133, 2144, 2150, 2215, 4285, 214]"
4186,"[2223, 2345, 2361, 2472, 2513, 2580, 2669, 2673, 2733, 2933, 2059]"
4187,"[2801, 2803, 2846, 2858, 2945, 2975, 3030, 3032, 3077, 3100, 4285, 214]"
4188,"[2901, 3584, 3643, 3863, 3814, 4061, 3943, 3977, 4027, 4042, 214]"
4189,"[4210, 4094, 4202, 4316, 4504, 4427, 4477, 4480, 4538, 4546, 4285]"
4190,"[4557, 4558, 4605, 4635, 4734, 4918, 4985, 5265, 5285, 5286, 4285, 214]"
4191,"[5299, 5428, 5487, 5506, 5565, 5589, 389, 480, 1189, 1202, 4285, 214]"
4192,"[1233, 1910, 1838, 2003, 2022, 3116, 3349, 3677, 3790, 4110, 214, 2352, 4285, 3293, 1555, 2507, 4692, 5046]"
4193,"[4291, 4426, 5150, 5607, 454, 4803, 2177, 3274, 4199, 4259, 828, 2896]"
4194,"[715, 818, 829, 938, 1032, 1212, 1263, 1397, 1399, 1502, 4285, 4750, 214]"
4195,"[1713, 1758, 1821, 1940, 1956, 2133, 2144, 2150, 2215, 2223, 4285, 214, 2352]"
4196,"[2345, 2361, 2472, 2513, 2580, 2669, 2673, 2733, 2933, 2801, 4038, 4285, 1529, 1550, 2288]"
4197,"[2803, 2846, 2858, 2945, 2975, 3030, 3032, 3077, 3100, 2901, 2059, 4299, 1555, 3336, 5359, 1049, 5478]"
4198,"[3584, 3643, 3863, 3814, 4061, 3943, 3977, 4027, 4042, 4210, 4038, 4285, 1529, 1550, 2288]"
4199,"[4094, 4202, 4316, 4504, 4427, 4477, 4480, 4538, 4546, 4557, 3925, 3602, 2977, 3704]"
4200,"[3150, 3413, 2022, 2419, 2420, 2444, 2868, 4249, 1640, 5461, 2386]"
4201,"[1211, 2630, 3609, 4365, 5388, 1712, 2185, 422, 3627, 4032, 4967, 4571]"
4202,"[1211, 2630, 3609, 4365, 5388, 1712, 4179, 4180, 4244, 3455, 4141, 324, 2496, 4584]"
4203,"[671, 5488, 4032, 1211, 2630, 3609, 4365, 5388, 1712, 3479, 3825, 918, 436, 4965]"
4204,"[422, 3627, 4179, 4180, 4244, 3455, 671, 2185, 5488, 938, 3699, 2636, 3728, 3729, 449, 4602]"
4205,"[5285, 5286, 366, 624, 151, 424, 1741, 2028, 2090, 2177, 950, 214, 839, 3883]"
4206,"[2454, 2715, 3031, 3274, 2899, 3643, 3953, 3968, 4184, 4340, 613, 961]"
4207,"[4404, 4790, 5267, 5370, 5479, 1170, 2039, 3117, 3790, 4110, 1381]"
4208,"[4853, 1211, 2630, 3609, 4365, 5388, 1712, 422, 3627, 4032, 3781, 5145]"
4209,"[4179, 4180, 4244, 3455, 671, 2185, 5488, 588, 1310, 2382, 2303]"
4210,"[938, 5285, 5286, 366, 624, 151, 424, 1741, 2028, 2090, 2524, 662, 365]"
4211,"[4860, 3031, 2899, 450, 786, 802, 850, 959, 982, 1032, 859, 4166, 1363, 128, 1788]"
4212,"[2177, 2454, 2715, 3274, 3479, 3643, 3953, 3968, 4184, 4340, 1808, 3934]"
4213,"[2821, 4404, 4790, 5267, 5370, 5479, 1170, 2039, 3117, 3790, 1988, 4489, 2709, 4471, 1864, 3655, 939, 4231]"
4214,"[4110, 4853, 1544, 383, 388, 149, 202, 268, 294, 331, 1791]"
4215,"[333, 417, 451, 485, 516, 545, 546, 557, 571, 591, 2658]"
4216,"[4700, 3794, 4130, 4267, 4589, 4918, 5096, 5164, 641, 642, 3470, 319, 3162, 2816, 5279, 2040]"
4217,"[681, 723, 731, 733, 736, 759, 829, 834, 860, 863, 4750]"
4218,"[880, 885, 945, 980, 3353, 1008, 1009, 1027, 1051, 1111, 5295, 4798, 5540, 5049]"
4219,"[1135, 1140, 1155, 1176, 1178, 1238, 1235, 1239, 1265, 1269, 1642, 3722]"
4220,"[1518, 1635, 2236, 2138, 2209, 2346, 2484, 2547, 2676, 2866, 5614]"
4221,"[3729, 4159, 5585, 1455, 1626, 1275, 1283, 1294, 1299, 1322, 1177, 5503, 5592, 5593, 597]"
4222,"[1336, 1351, 1361, 1401, 1398, 1413, 1453, 1462, 1521, 1611, 15, 188, 327, 214, 4951]"
4223,"[1614, 1637, 1638, 1662, 1668, 1707, 1721, 1757, 1774, 1797, 1931, 4980, 5049, 839, 53, 959, 1867, 1403]"
4224,"[5157, 1804, 1811, 1915, 1924, 1892, 1964, 1932, 1959, 1963, 214]"
4225,"[2078, 2010, 2036, 2053, 2060, 2199, 2096, 2099, 2113, 2124, 1791, 4918, 4077]"
4226,"[3943, 4531, 5616, 493, 5168, 4481, 2153, 2175, 2178, 2229, 1049, 1957, 3588, 2337]"
4227,"[2238, 2475, 2558, 2580, 2586, 2610, 2626, 2653, 2664, 2657, 3982, 4327, 40, 1858, 1711, 1420, 53, 474]"
4228,"[2669, 2673, 2690, 2694, 2733, 2758, 2865, 2868, 2885, 2912, 613, 1420, 53, 4156, 3722, 941, 961, 4278]"
4229,"[2921, 2795, 2801, 2803, 2858, 2852, 2939, 2955, 2960, 2976, 195]"
4230,"[2997, 3002, 3014, 3061, 3069, 3077, 2818, 3231, 3345, 3403, 4718]"
4231,"[3484, 3161, 3248, 3324, 3351, 3354, 3635, 2273, 2274, 2282, 622]"
4232,"[2289, 2316, 2363, 2416, 2557, 2577, 2773, 2776, 2778, 2913, 53]"
4233,"[3013, 3094, 3537, 3542, 3551, 3555, 3554, 3567, 3577, 3592, 214]"
4234,"[3625, 3647, 3649, 3652, 3660, 3664, 3670, 3745, 3863, 3879, 862]"
4235,"[3780, 3815, 3842, 3850, 3904, 3919, 3946, 3959, 3987, 4038, 612]"
4236,"[4294, 4350, 4557, 4712, 4758, 4795, 5007, 5254, 5249, 5355, 1046, 2475, 4230, 351]"
4237,"[4042, 4629, 4043, 4133, 4141, 4147, 4191, 4192, 4199, 4235, 550, 3510, 3580, 2287, 1420, 4156]"
4238,"[5305, 5363, 5477, 735, 795, 2261, 3350, 3888, 4867, 5532, 4951, 3722]"
4239,"[4237, 4247, 4252, 4259, 4281, 4295, 4316, 4334, 4377, 4432, 4166]"
4240,"[4504, 4399, 4403, 4411, 4434, 4443, 4490, 4505, 4547, 4767, 1420, 53, 4156, 3722, 4278, 3557, 1864, 4143]"
4241,"[4841, 4859, 4558, 4562, 4579, 4605, 4620, 4635, 4657, 4683, 4213, 3047]"
4242,"[4684, 4722, 4726, 4727, 4754, 4778, 4823, 4820, 4839, 4935, 4963, 4549, 1420, 4471, 53, 4156, 2524, 209]"
4243,"[4952, 4974, 4977, 4981, 5001, 5020, 5030, 5064, 5076, 5090, 4166]"
4244,"[5101, 5120, 5126, 5129, 5135, 5142, 5148, 5193, 5227, 5246, 722, 3722]"
4245,"[5288, 5299, 5358, 5361, 5362, 5497, 5430, 5377, 5379, 5390, 2236, 1403, 478, 1424]"
4246,"[5420, 5437, 5454, 5461, 5486, 5509, 5537, 5553, 5574, 5558, 1424]"
4247,"[5603, 264, 494, 906, 1166, 1168, 1254, 1232, 1233, 1272, 2236, 1403, 478, 1424, 2475, 3308]"
4248,"[1357, 1726, 1729, 1910, 1908, 2003, 2176, 2186, 4611, 3116, 4166, 839]"
4249,"[3128, 3144, 3163, 3164, 3174, 3175, 3187, 3281, 3286, 3302, 4942, 2236, 3412, 4941, 1403]"
4250,"[3317, 3352, 3367, 3370, 3371, 3382, 3387, 3392, 3422, 3423, 2236, 2304, 1403, 478, 65, 1424, 1764, 1209]"
4251,"[3426, 3483, 3308, 3316, 3560, 3684, 3756, 3864, 3896, 4075, 1305, 2236, 1647, 478, 3982]"
4252,"[4076, 4333, 4408, 4455, 4513, 4706, 4751, 5008, 5009, 5158, 2236, 1403, 2991]"
4253,"[5516, 5375, 5438, 5535, 1211, 2630, 3609, 4365, 5388, 1712, 2236, 1403, 478, 854, 1424, 5592]"
4254,"[422, 3627, 4032, 4179, 4180, 4244, 3455, 671, 2185, 5488, 2236, 1403, 4571, 478, 1424]"
4255,"[938, 5285, 5286, 366, 624, 151, 424, 1741, 2028, 2090, 1905]"
4256,"[2177, 2454, 2715, 3031, 3274, 3479, 2899, 3643, 3953, 3968, 2236, 1403, 478, 1424]"
4257,"[4184, 4340, 4404, 4790, 5267, 5370, 5479, 1170, 2039, 3117, 1424]"
4258,"[3790, 4110, 4853, 1544, 383, 388, 149, 202, 268, 294, 2991, 2236, 365, 1403]"
4259,"[331, 333, 417, 450, 451, 485, 516, 545, 546, 557, 4942, 2236, 3412, 1403]"
4260,"[571, 588, 591, 641, 642, 681, 723, 731, 733, 736, 1694, 3910, 2236, 1403]"
4261,"[759, 786, 802, 829, 834, 850, 860, 863, 880, 885, 2236, 478, 1424, 3968]"
4262,"[945, 959, 980, 982, 3353, 1008, 1009, 1027, 1032, 1051, 2236, 1403]"
4263,"[1111, 1135, 1140, 1155, 1176, 1178, 1238, 1235, 1239, 1265, 1305, 2236, 1647, 1403, 3982]"
4264,"[1269, 1275, 1283, 1294, 1299, 1310, 1322, 1336, 1351, 1361, 2236, 4942, 1403, 2856, 478, 1424]"
4265,"[1401, 1398, 1413, 1453, 1462, 1518, 1521, 1611, 1614, 1635, 2236, 1403, 478, 1424]"
4266,"[1637, 1638, 1662, 1668, 1707, 1721, 1757, 1774, 1797, 1804, 2236, 1403, 478, 1424]"
4267,"[1811, 1915, 1924, 1892, 1964, 1932, 1959, 1963, 2078, 2010, 2236, 1403, 478, 1424]"
4268,"[2036, 2053, 2060, 2199, 2236, 2096, 2099, 2113, 2124, 2138, 1305, 1647, 1403, 3982]"
4269,"[2153, 2175, 2178, 2209, 2229, 2238, 2346, 2382, 2475, 2484, 4942, 1305, 2236, 3412, 1647, 1403]"
4270,"[2547, 2558, 2580, 2586, 2610, 2626, 2653, 2664, 2657, 2669, 2236, 1403, 478, 1424]"
4271,"[2673, 2676, 2690, 2694, 2733, 2758, 2865, 2866, 2868, 2885, 2236, 478, 1694, 3910, 1424, 3968]"
4272,"[2912, 2921, 2795, 2801, 2803, 2821, 2858, 2852, 2939, 2955, 2236, 1403]"
4273,"[2960, 2976, 2997, 3002, 3014, 3061, 3069, 3077, 2818, 3231, 2236, 1403, 478, 854, 1424, 5592]"
4274,"[3345, 3403, 3484, 3161, 3248, 3324, 3351, 3354, 3635, 2273, 4508, 2236, 3699, 1403]"
4275,"[2274, 2282, 2289, 2316, 2363, 2416, 2557, 2577, 2773, 2776, 2236, 1403, 478, 1424, 1068, 2475, 3308]"
4276,"[2778, 2913, 3013, 3094, 3537, 3542, 3551, 3555, 3554, 3567, 1424]"
4277,"[3577, 3592, 3625, 3647, 3649, 3652, 3660, 3664, 3670, 3729, 4508, 2236, 3699, 1403]"
4278,"[3745, 3863, 3879, 3780, 3794, 3815, 3842, 3850, 3904, 3919, 2236, 1403, 478, 1424]"
4279,"[3943, 3946, 3959, 3987, 4038, 4042, 4629, 4043, 4130, 4133, 4942, 2872, 2236, 3412, 1403]"
4280,"[4141, 4147, 4159, 4191, 4192, 4199, 4235, 4237, 4247, 4252, 1424]"
4281,"[4259, 4267, 4281, 4294, 4295, 4316, 4334, 4350, 4377, 4432, 2236, 478, 1424, 3968]"
4282,"[4504, 4531, 4399, 4403, 4411, 4434, 4443, 4490, 4505, 4547, 1424, 1802, 2236, 1403]"
4283,"[4767, 4841, 4859, 4860, 4557, 4558, 4562, 4579, 4589, 4605, 2236, 1403, 478, 1424]"
4284,"[4620, 4635, 4657, 4683, 4684, 4700, 4722, 4726, 4712, 4727, 1694, 3910, 2236, 5329, 1403]"
4285,"[4754, 4758, 4778, 4795, 4823, 4820, 4839, 4918, 4935, 4952, 2236, 1403, 4571, 478, 1424]"
4286,"[4974, 4977, 4981, 5001, 5007, 5020, 5030, 5064, 5076, 5090, 1424]"
4287,"[5096, 5101, 5120, 5126, 5129, 5135, 5142, 5148, 5164, 5254, 4166, 839]"
4288,"[5193, 5227, 5246, 5249, 5355, 5288, 5299, 5305, 5358, 5361, 1712, 2236, 4432]"
4289,"[5362, 5497, 5363, 5430, 5377, 5379, 5390, 5420, 5437, 5454, 4942]"
4290,"[5461, 5477, 5486, 5509, 5537, 5553, 5574, 5558, 5585, 5603, 4166, 839]"
4291,"[5616, 264, 493, 494, 735, 795, 906, 1166, 1168, 1254, 2236, 4942, 478, 1424, 3968]"
4292,"[1232, 1233, 1272, 1357, 1455, 1626, 1726, 1729, 1910, 1908, 2872, 2236, 1403]"
4293,"[2003, 2176, 2186, 2261, 4611, 3116, 3128, 3144, 3163, 3164, 4166, 839]"
4294,"[3174, 3175, 3187, 3281, 3286, 3302, 3317, 3350, 3352, 3367, 1712, 2236, 4432]"
4295,"[3370, 3371, 3382, 3387, 3392, 3422, 3423, 3426, 3483, 5168, 2236, 1403, 4571, 478, 1424]"
4296,"[3308, 3316, 3560, 3684, 3756, 3864, 3888, 3896, 4075, 4076, 2236, 1403, 478, 1424]"
4297,"[4333, 4408, 4455, 4481, 4513, 4706, 4751, 4867, 5008, 5009, 1905]"
4298,"[5157, 5158, 5516, 5375, 5438, 5532, 5535, 1211, 2630, 3609, 2236, 1403, 478, 1424, 5592]"
4299,"[4365, 5388, 1712, 422, 3627, 4032, 4179, 4180, 4244, 3455, 4942, 1305, 2236, 3412, 1647, 1403]"
4300,"[671, 2185, 5488, 938, 5285, 5286, 366, 624, 151, 424, 2236, 1403, 478, 1424]"
4301,"[981, 3094, 3743, 3745, 3750, 3861, 4099, 4235, 4236, 4552, 1446]"
4302,"[1232, 3276, 3418, 3636, 3164, 3281, 3684, 3734, 3756, 3757, 2362]"
4303,"[3752, 4853, 151, 202, 733, 2044, 2694, 3363, 3635, 3804, 4056, 15, 4503, 5252, 4395, 3397]"
4304,"[4032, 4803, 3322, 1211, 2901, 4235, 4236, 3636, 1712, 2629, 4584]"
4305,"[4562, 4726, 4829, 4974, 5378, 5379, 3370, 3505, 2918, 374, 214]"
4306,"[4032, 4099, 2646, 2978, 3013, 3678, 3798, 3914, 4237, 4264, 1246, 1309, 5041]"
4307,"[3281, 1712, 2646, 3798, 3861, 4423, 4850, 4670, 4881, 5387, 677]"
4308,"[383, 145, 677, 2199, 3054, 3096, 4552, 4562, 4726, 4829, 118]"
4309,"[4974, 5378, 5379, 3322, 2918, 5553, 3164, 3684, 3734, 3756, 677, 2037]"
4310,"[3757, 3752, 4853, 981, 2629, 2978, 3013, 3094, 3678, 3743, 677]"
4311,"[4803, 3370, 3505, 374, 383, 145, 151, 202, 677, 733, 4219]"
4312,"[3745, 3750, 1232, 3276, 3418, 981, 2044, 2694, 3363, 3635, 3982]"
4313,"[1211, 3804, 4032, 4099, 4235, 4236, 3636, 3914, 4237, 4264, 1305, 1647]"
4314,"[4423, 4850, 4670, 4881, 5387, 5553, 3164, 3281, 3684, 3734, 5282, 1037, 2056, 3511, 1160, 345, 189]"
4315,"[3756, 3757, 3752, 4853, 151, 202, 2044, 2694, 3363, 3635, 677]"
4316,"[1712, 2199, 2629, 2646, 2978, 2901, 3013, 3054, 3094, 3096, 4571, 1819, 1421, 905, 4674, 3504, 183, 2769]"
4317,"[3678, 3743, 3745, 3750, 3798, 3861, 3914, 4237, 4264, 4423, 677, 267, 2845, 901]"
4318,"[1211, 3804, 4032, 4099, 4235, 4236, 3636, 4552, 4850, 4562, 214, 677, 4584, 4072, 4874]"
4319,"[4726, 4829, 4974, 5378, 5379, 3370, 3505, 2918, 374, 383, 4298, 441, 3691]"
4320,"[733, 4670, 4803, 4881, 5387, 5553, 1232, 3164, 3276, 3281, 3634, 3335]"
4321,"[3322, 3418, 3684, 3734, 3756, 3757, 3752, 4853, 145, 677]"
4322,"[2199, 3054, 3096, 3861, 4552, 4562, 4726, 4829, 4974, 5378, 1309]"
4323,"[5379, 3370, 3505, 2918, 374, 383, 145, 151, 202, 677, 5381, 3053, 1084, 118]"
4324,"[733, 2044, 2199, 2694, 3363, 3635, 3054, 3096, 3804, 3861, 689, 1309, 677]"
4325,"[981, 2901, 3094, 3743, 3745, 3750, 4803, 1232, 3276, 3322, 547, 2856, 3462]"
4326,"[1712, 2629, 2646, 2978, 3013, 3678, 3798, 3914, 4237, 4264, 961]"
4327,"[4099, 4235, 4236, 4552, 4562, 4726, 4829, 4974, 5378, 5379, 2048]"
4328,"[3370, 3505, 2918, 3636, 4423, 4850, 4670, 4881, 5387, 5553, 118, 3026]"
4329,"[2901, 3322, 3164, 3281, 3418, 3684, 3734, 3756, 3757, 3752, 5133, 3279]"
4330,"[4853, 151, 202, 733, 2044, 2694, 3363, 3635, 2901, 3804, 677, 183]"
4331,"[981, 1211, 1712, 2629, 2646, 2978, 3013, 3094, 3678, 3743, 677, 2304]"
4332,"[3745, 3750, 3798, 3914, 4032, 4237, 4264, 4423, 4850, 4670, 677, 2312, 4121, 2126, 4428]"
4333,"[4803, 4881, 5387, 5553, 1232, 3164, 3276, 3281, 3418, 3684, 645]"
4334,"[3734, 3756, 3757, 3752, 4853, 374, 383, 145, 677, 981, 5041, 1309, 4523]"
4335,"[1211, 4032, 4235, 4236, 4803, 3322, 3636, 151, 202, 2044, 677, 5490, 879, 2177, 1516]"
4336,"[3861, 4099, 733, 2694, 3363, 3635, 3804, 4235, 4236, 3636, 196, 677, 3113]"
4337,"[2199, 3054, 3096, 4552, 4562, 4726, 4829, 4974, 5378, 5379, 4166]"
4338,"[3094, 3743, 3745, 3750, 1232, 3276, 3370, 3418, 3505, 2918, 2048, 5133, 5383]"
4339,"[4099, 1712, 2629, 2646, 2978, 3013, 3678, 3798, 3914, 4237, 689]"
4340,"[1211, 4032, 4264, 4423, 4850, 4670, 4881, 5387, 5553, 3164, 3938]"
4341,"[3861, 3281, 3684, 3734, 3756, 3757, 3752, 4853, 151, 202, 677, 5167, 848, 4225]"
4342,"[374, 383, 145, 677, 2199, 3054, 3096, 4552, 4562, 4726, 3588, 4750]"
4343,"[4829, 4974, 5378, 5379, 3370, 3505, 2918, 374, 383, 145, 3053, 743]"
4344,"[677, 733, 2044, 2199, 2694, 3363, 3635, 3054, 3096, 3804, 5074]"
4345,"[4235, 4236, 3370, 3636, 981, 1712, 2629, 2646, 2978, 2901, 677]"
4346,"[3013, 3094, 3678, 3743, 3745, 3750, 3798, 3914, 4237, 4264, 4852, 227]"
4347,"[3861, 4099, 4552, 4562, 4726, 4829, 4974, 5378, 5379, 3505, 1309, 4044, 3051, 5381, 3053]"
4348,"[4423, 4850, 4670, 4803, 4881, 5387, 5553, 1232, 3164, 3276, 677]"
4349,"[3281, 3322, 3418, 3684, 3734, 3756, 3757, 3752, 4853, 151, 4899, 925, 1694, 460, 1177, 2249, 703, 1695]"
4350,"[202, 733, 2044, 2694, 3363, 3635, 3804, 3861, 4099, 4235, 677]"
4351,"[2901, 4803, 3322, 2918, 374, 383, 145, 677, 2199, 3054]"
4352,"[4236, 3370, 3636, 981, 1211, 1712, 2629, 2646, 2978, 3013, 3047, 2048, 677, 4989, 2338, 4511]"
4353,"[2901, 3096, 4552, 4562, 4726, 4829, 4974, 5378, 5379, 3322, 5133, 4044, 3051, 5381, 3053]"
4354,"[4032, 1211, 4803, 3094, 3678, 3743, 3745, 3750, 3798, 3914, 3884, 677]"
4355,"[3505, 2918, 4237, 4264, 4423, 4850, 4670, 4881, 5387, 5553, 214, 4942, 4618, 90]"
4356,"[1232, 3164, 3276, 3281, 3418, 3684, 3734, 3756, 3757, 3752, 4503]"
4357,"[4853, 374, 383, 145, 151, 202, 677, 733, 2044, 2199, 1857, 214, 1694, 1695]"
4358,"[2694, 3363, 3635, 3054, 3096, 3804, 3861, 4099, 4235, 4236, 214, 4584, 90]"
4359,"[4552, 4562, 4726, 4829, 4974, 5378, 5379, 3370, 3505, 2918, 689, 214]"
4360,"[3636, 981, 1712, 2629, 2646, 2978, 3013, 3094, 3678, 3743, 4584, 214, 4663]"
4361,"[3745, 3750, 3798, 3914, 4032, 4237, 4264, 4423, 4850, 4670, 689, 214]"
4362,"[4881, 5387, 5553, 1232, 3164, 3276, 3281, 3418, 3684, 3734, 1309, 5041]"
4363,"[3756, 3757, 3752, 4853, 374, 383, 145, 151, 202, 677, 214]"
4364,"[733, 2044, 2199, 2694, 3363, 3635, 3054, 3096, 3804, 3861, 214, 90]"
4365,"[4099, 4235, 4236, 4552, 4562, 4726, 4829, 4974, 5378, 5379, 689, 214]"
4366,"[3370, 3505, 2918, 3636, 981, 1211, 1712, 2629, 2646, 2978, 214, 4942, 4112, 90]"
4367,"[2901, 3013, 3094, 3678, 3743, 3745, 3750, 3798, 3914, 4032, 2048]"
4368,"[4237, 4264, 4423, 4850, 4670, 4803, 4881, 5387, 5553, 1232, 214, 90]"
4369,"[3164, 3276, 3281, 3322, 3418, 3684, 3734, 3756, 3757, 3752, 214, 90]"
4370,"[4853, 374, 383, 145, 151, 202, 677, 733, 2044, 2199, 214]"
4371,"[2694, 3363, 3635, 3054, 3096, 3804, 3861, 4099, 4235, 4236, 4584, 214, 4663]"
4372,"[4552, 4562, 4726, 4829, 4974, 5378, 5379, 3370, 3505, 2918, 214, 90]"
4373,"[3636, 981, 1211, 1712, 2629, 2646, 2978, 2901, 3013, 3094, 214, 1305, 1647, 3982, 90]"
4374,"[3678, 3743, 3745, 3750, 3798, 3914, 4032, 4237, 4264, 4423, 214, 90]"
4375,"[4850, 4670, 4803, 4881, 5387, 5553, 1232, 3164, 3276, 3281, 5133]"
4376,"[3322, 3418, 3684, 3734, 3756, 3757, 3752, 4853, 374, 383, 214, 90]"
4377,"[145, 151, 202, 677, 733, 2044, 2199, 2694, 3363, 3635, 5133]"
4378,"[3054, 3096, 3804, 3861, 4099, 4235, 4236, 4552, 4562, 4726, 4584, 118, 214, 677]"
4379,"[4829, 4974, 5378, 5379, 3370, 3505, 2918, 3636, 981, 1211, 214]"
4380,"[1712, 2629, 2646, 2978, 2901, 3013, 3094, 3678, 3743, 3745, 214, 90]"
4381,"[3750, 3798, 3914, 4032, 4237, 4264, 4423, 4850, 4670, 4803, 214, 4584]"
4382,"[4881, 5387, 5553, 1232, 3164, 3276, 3281, 3322, 3418, 3684, 214, 4663, 4112, 90]"
4383,"[3734, 3756, 3757, 3752, 4853, 374, 383, 145, 151, 202, 118, 677, 443]"
4384,"[677, 733, 2044, 2199, 2694, 3363, 3635, 3054, 3096, 3804, 2048, 214]"
4385,"[3861, 4099, 4235, 4236, 4552, 4562, 4726, 4829, 4974, 5378, 214, 90]"
4386,"[5379, 3370, 3505, 2918, 3636, 981, 1211, 1712, 2629, 2646, 1309, 5041]"
4387,"[2978, 2901, 3013, 3094, 3678, 3743, 3745, 3750, 3798, 3914, 214, 4584, 90]"
4388,"[4032, 4237, 4264, 4423, 4850, 4670, 4803, 4881, 5387, 5553, 118]"
4389,"[1232, 3164, 3276, 3281, 3322, 3418, 3684, 3734, 3756, 3757, 755, 118]"
4390,"[3752, 4853, 374, 383, 145, 151, 202, 677, 733, 2044, 1309, 5041]"
4391,"[2199, 2694, 3363, 3635, 3054, 3096, 3804, 3861, 4099, 4235, 4584, 214]"
4392,"[4236, 4552, 4562, 4726, 4829, 4974, 5378, 5379, 3370, 3505, 139, 1808]"
4393,"[2918, 3636, 981, 1211, 1712, 2629, 2646, 2978, 2901, 3013, 2991, 214, 4663, 365]"
4394,"[3094, 3678, 3743, 3745, 3750, 3798, 3914, 4032, 4237, 4264, 214]"
4395,"[4423, 4850, 4670, 4803, 4881, 5387, 5553, 1232, 3164, 3276, 1403, 214, 5133]"
4396,"[3281, 3322, 3418, 3684, 3734, 3756, 3757, 3752, 4853, 374, 4584, 214]"
4397,"[383, 145, 151, 202, 677, 733, 2044, 2199, 2694, 3363, 118]"
4398,"[3635, 3054, 3096, 3804, 3861, 4099, 4235, 4236, 4552, 4562, 1857, 214, 1694, 1695]"
4399,"[4726, 4829, 4974, 5378, 5379, 3370, 3505, 2918, 3636, 981, 4584, 214, 4942]"
4400,"[1211, 1712, 2629, 2646, 2978, 2901, 3013, 3094, 3678, 3743, 1305, 1647, 3982, 118]"
4401,"[3358, 3769, 1836, 424, 715, 1943, 2370, 2555, 2556, 2587, 104, 2816, 4072, 1963]"
4402,"[2686, 2932, 3236, 3837, 4199, 4202, 4201, 4264, 4657, 4795, 1907]"
4403,"[5199, 5505, 5506, 5565, 3164, 3278, 3370, 3772, 4110, 4204, 2474]"
4404,"[3358, 3769, 1836, 4081, 4918, 424, 715, 1943, 2370, 2555, 2240, 1260, 1831, 1824]"
4405,"[2556, 2587, 2686, 2932, 3236, 3837, 4199, 4202, 4201, 4264, 2819, 3941]"
4406,"[4657, 4795, 5199, 5505, 5506, 5565, 3164, 3278, 3370, 3772, 4868, 2856, 4459, 3914]"
4407,"[4110, 4204, 3358, 3769, 1836, 333, 556, 681, 2392, 2411, 1808]"
4408,"[2920, 2846, 2967, 3161, 3672, 4099, 4885, 5023, 5260, 5274, 53]"
4409,"[671, 2377, 2842, 3356, 3351, 3100, 3616, 3643, 5312, 5313, 2700, 2430, 825, 1621]"
4410,"[5336, 5391, 5479, 5482, 3459, 3266, 5421, 424, 715, 1943, 3706, 1695, 1694]"
4411,"[4657, 1668, 333, 556, 2392, 2411, 3161, 3672, 4885, 5023, 4768]"
4412,"[5601, 5274, 5336, 5391, 5479, 5482, 3459, 5421, 2370, 2555, 5225, 1727]"
4413,"[1145, 5456, 5494, 5537, 4304, 4481, 4081, 4918, 2556, 2587, 1831, 3238]"
4414,"[2686, 2932, 3236, 3837, 4199, 4202, 4201, 4264, 4795, 5199, 1927, 5191, 4663, 3164, 1543, 1363, 4785, 1257]"
4415,"[5505, 5506, 5565, 3164, 3278, 3370, 3772, 4110, 4204, 306, 410, 407, 2389, 1075, 3611, 2380, 4868, 502]"
4416,"[1658, 1660, 1902, 4326, 1682, 3174, 3352, 5022, 374, 383, 1103, 1695]"
4417,"[671, 2377, 2842, 3356, 3351, 3100, 3616, 3643, 5312, 5313, 5614]"
4418,"[145, 231, 281, 307, 467, 496, 545, 554, 555, 562, 2700, 931, 5196, 1720, 2304, 3412, 1333, 1975]"
4419,"[588, 769, 608, 727, 798, 829, 831, 834, 937, 952, 4674, 1178, 3018, 4543]"
4420,"[1178, 4552, 1022, 1049, 1263, 1582, 2060, 2199, 2474, 2589, 4919, 3811]"
